3, 1, 2.0101979604079188
4, 1, 1.489853896103896
4, 2, 1.5038306451612904
5, 1, 1.3249150072850897
5, 2, 1.367639657775541
5, 3, 1.3299534574468086
6, 1, 1.2966625463535228
6, 2, 1.2854077253218885
6, 3, 1.2367688022284122
6, 4, 1.235373134328358
7, 1, 1.2242466713384723
7, 2, 1.1727978400269996
7, 3, 1.2117454375292467
7, 4, 1.2103327495621719
7, 5, 1.17956570155902
8, 1, 1.2086743044189852
8, 2, 1.1430274135876044
8, 3, 1.1597350993377484
8, 4, 1.17374749498998
8, 5, 1.1465927099841522
8, 6, 1.1523406506215286
9, 1, 1.156934306569343
9, 2, 1.146177916852928
9, 3, 1.1595424443106561
9, 4, 1.1137263528376593
9, 5, 1.135260528194147
9, 6, 1.1179343000887836
9, 7, 1.1459591417191315
10, 1, 1.1743027888446216
10, 2, 1.0801583374567045
10, 3, 1.1418849948962233
10, 4, 1.1188794153471378
10, 5, 1.1318236959158916
10, 6, 1.135991990655765
10, 7, 1.1240420096508659
10, 8, 1.1278515918776637
11, 1, 1.0833333333333333
11, 2, 1.0940404592673592
11, 3, 1.119692532942899
11, 4, 1.1127572016460907
11, 5, 1.1326301615798924
11, 6, 1.1338276181649676
11, 7, 1.1324397638423487
11, 8, 1.1162630709961476
11, 9, 1.1136197217476203
12, 1, 1.0851318944844124
12, 2, 1.047451669595782
12, 3, 1.0657995409334353
12, 4, 1.1231556760012045
12, 5, 1.1090648170294188
12, 6, 1.1211814687436779
12, 7, 1.1244382993432422
12, 8, 1.0881431767337808
12, 9, 1.097921662669864
12, 10, 1.097537652402582
13, 1, 1.110372340425532
13, 2, 1.1099407504937457
13, 3, 1.0924552987352814
13, 4, 1.0871662914120297
13, 5, 1.051881993896236
13, 6, 1.0859425610019435
13, 7, 1.0883885374023075
13, 8, 1.0934825543120474
13, 9, 1.0793628013777268
13, 10, 1.0813144329896907
13, 11, 1.0875337798143578
14, 1, 0.9696569920844326
14, 2, 1.0317899101589496
14, 3, 1.1301435406698566
14, 4, 1.1078014184397165
14, 5, 1.051289083927592
14, 6, 1.06121045392022
14, 7, 1.062229224103978
14, 8, 1.1024407625155888
14, 9, 1.0823565700185072
14, 10, 1.0903496503496504
14, 11, 1.085068562722194
14, 12, 1.082167832167832
15, 1, 1.002849002849003
15, 2, 1.0899780541331383
15, 3, 1.0752256770310933
15, 4, 1.086923370186809
15, 5, 1.0633633633633635
15, 6, 1.099746835443038
15, 7, 1.0590088198236034
15, 8, 1.066604651162791
15, 9, 1.0890640724589065
15, 10, 1.0811298076923077
15, 11, 1.0777686177521297
15, 12, 1.0840115187179167
15, 13, 1.0767725598526703
16, 1, 1.1469115191986643
16, 2, 1.037914691943128
16, 3, 1.1254107338444685
16, 4, 1.1022494887525562
16, 5, 1.0843908629441625
16, 6, 1.0710310098065199
16, 7, 1.066379700951518
16, 8, 1.0608539505187549
16, 9, 1.0802502234137623
16, 10, 1.0630874621634538
16, 11, 1.0877574702639976
16, 12, 1.084287060724384
16, 13, 1.0683550528645194
16, 14, 1.0679033550898889
17, 1, 1.0753768844221103
17, 2, 1.0131470829909615
17, 3, 1.044456641053787
17, 4, 1.0395841663334666
17, 5, 1.0625214702851253
17, 6, 1.0893421430623382
17, 7, 1.0882280049566293
17, 8, 1.0556016597510374
17, 9, 1.0480210091915212
17, 10, 1.0848670756646217
17, 11, 1.0475099297280783
17, 12, 1.0681689342403629
17, 13, 1.0645961111836095
17, 14, 1.0726277372262776
17, 15, 1.0726199931918756
18, 1, 1.0338680926916222
18, 2, 1.0308483290488433
18, 3, 1.0521270221689636
18, 4, 1.0998638220608261
18, 5, 1.0816546762589927
18, 6, 1.0645161290322582
18, 7, 1.0445066124109867
18, 8, 1.04798378013066
18, 9, 1.0606959272439698
18, 10, 1.0748740100791936
18, 11, 1.0417136414881625
18, 12, 1.0747536012130403
18, 13, 1.073006993006993
18, 14, 1.0686925434116445
18, 15, 1.0636950286806883
18, 16, 1.064243924392439
19, 1, 1.0183486238532111
19, 2, 1.0653658536585366
19, 3, 1.1053333333333335
19, 4, 1.110059760956175
19, 5, 1.0633055344958304
19, 6, 1.0857325655790147
19, 7, 1.0389858233369684
19, 8, 1.0763576001897084
19, 9, 1.0663707461424645
19, 10, 1.0595396614038426
19, 11, 1.0520726276121959
19, 12, 1.0637162586315128
19, 13, 1.0546535227602205
19, 14, 1.05425200054252
19, 15, 1.0572327044025156
19, 16, 1.0554239696826149
19, 17, 1.0594347000335158
20, 1, 1.0545454545454545
20, 2, 1.1019367991845055
20, 3, 1.0782726045883941
20, 4, 1.0290927021696252
20, 5, 1.0520504731861198
20, 6, 1.0242067386326463
20, 7, 1.0318489289740698
20, 8, 1.0764823119083209
20, 9, 1.0496343895413252
20, 10, 1.0506354249404288
20, 11, 1.0654934687953557
20, 12, 1.0550973276146487
20, 13, 1.0451446750492348
20, 14, 1.0550682961897915
20, 15, 1.058071390516782
20, 16, 1.0557685173735625
20, 17, 1.0577715025297094
20, 18, 1.059072199354767
21, 1, 1.0039761431411531
21, 2, 1.0278925619834711
21, 3, 1.0177232447171096
21, 4, 1.0035860655737703
21, 5, 1.0253164556962024
21, 6, 1.0596491228070175
21, 7, 1.0642594859241126
21, 8, 1.0375842405391396
21, 9, 1.0592367127136504
21, 10, 1.0762890955198647
21, 11, 1.0547682880122558
21, 12, 1.0334763948497854
21, 13, 1.046091861402095
21, 14, 1.0495272399819902
21, 15, 1.0478515625
21, 16, 1.047334200260078
21, 17, 1.0595459620394492
21, 18, 1.0553681516808189
21, 19, 1.054595791805094
22, 1, 1.1807511737089202
22, 2, 0.9743315508021391
22, 3, 1.0520984081041969
22, 4, 1.0615722924683892
22, 5, 1.098234495246718
22, 6, 1.0766312594840668
22, 7, 1.021375464684015
22, 8, 1.0381367474802508
22, 9, 1.0334221361104385
22, 10, 1.0484822013540076
22, 11, 1.0279318541996831
22, 12, 1.0365568161354222
22, 13, 1.053232577665827
22, 14, 1.0431169645656946
22, 15, 1.0413186813186812
22, 16, 1.0477172717271728
22, 17, 1.051488753088025
22, 18, 1.0465003043213634
22, 19, 1.0584136569504123
22, 20, 1.0502793296089385
23, 1, 0.953229398663697
23, 2, 1.100119189511323
23, 3, 1.0273651290070365
23, 4, 1.0369942196531794
23, 5, 1.0915094339622642
23, 6, 1.0812817506838608
23, 7, 1.0641571194762685
23, 8, 1.0775036284470247
23, 9, 1.0882658359293873
23, 10, 1.0684222901481308
23, 11, 1.043244361680116
23, 12, 1.041960709517452
23, 13, 1.0322022160664819
23, 14, 1.0421499754942003
23, 15, 1.0586424503617053
23, 16, 1.060431654676259
23, 17, 1.0442868611185443
23, 18, 1.0414126016260161
23, 19, 1.0400144196106704
23, 20, 1.0513619575253925
23, 21, 1.0483906284212832
24, 1, 0.9954853273137698
24, 2, 1.0501193317422435
24, 3, 1.0414673046251992
24, 4, 1.052916416115454
24, 5, 1.0822115384615385
24, 6, 1.0139805825242718
24, 7, 1.022110552763819
24, 8, 1.0620084694494858
24, 9, 1.045940170940171
24, 10, 1.0527210884353742
24, 11, 1.0487751531058618
24, 12, 1.0396353547364248
24, 13, 1.0478575403450194
24, 14, 1.0500342700479781
24, 15, 1.0590221936313926
24, 16, 1.044782803403493
24, 17, 1.046685472496474
24, 18, 1.0371657754010697
24, 19, 1.0523646506910105
24, 20, 1.0494479116658664
24, 21, 1.042604226156482
24, 22, 1.0437057220708448
25, 1, 1.0675000000000001
25, 2, 1.0752551020408163
25, 3, 1.0611423974255831
25, 4, 0.996969696969697
25, 5, 1.0559683011391778
25, 6, 1.0685859441151568
25, 7, 1.0595023440317346
25, 8, 1.0151234567901235
25, 9, 1.064153066966798
25, 10, 1.0515902829952417
25, 11, 1.0587967183226983
25, 12, 1.0192188468691878
25, 13, 1.0316491897044806
25, 14, 1.0359494571987897
25, 15, 1.042
25, 16, 1.0633725490196078
25, 17, 1.0511422254974208
25, 18, 1.0435263230620422
25, 19, 1.0347576113942245
25, 20, 1.0323971421532396
25, 21, 1.0467023172905525
25, 22, 1.0402162892869211
25, 23, 1.0409223773952583
26, 1, 0.9973958333333335
26, 2, 1.1289910600255428
26, 3, 0.9857621440536013
26, 4, 1.0655633354551242
26, 5, 1.1140256959314776
26, 6, 1.0079464659138435
26, 7, 1.0521675238795003
26, 8, 1.1008403361344539
26, 9, 1.0600348027842228
26, 10, 1.0308770108977685
26, 11, 1.048184191787325
26, 12, 1.0744493392070484
26, 13, 1.0400637831373332
26, 14, 1.050853749072012
26, 15, 1.0362729929516934
26, 16, 1.0361093038386466
26, 17, 1.0536151960784312
26, 18, 1.045722501797268
26, 19, 1.0357142857142858
26, 20, 1.0464388207670232
26, 21, 1.0425953442298168
26, 22, 1.0411120273294852
26, 23, 1.0511770726714433
26, 24, 1.0424818938493137
27, 1, 0.9625935162094764
27, 2, 1.0636492220650637
27, 3, 1.0089445438282647
27, 4, 1.0497646267652991
27, 5, 0.9978802331743507
27, 6, 1.1020966271649952
27, 7, 1.0860719874804383
27, 8, 1.038
27, 9, 1.0619362597714974
27, 10, 1.0179941783540618
27, 11, 1.054670262319196
27, 12, 1.0343126261493607
27, 13, 1.0388854231648992
27, 14, 1.023986293546545
27, 15, 1.0465116279069766
27, 16, 1.0577679029225775
27, 17, 1.041169925290097
27, 18, 1.045822102425876
27, 19, 1.0535279805352797
27, 20, 1.0490393658471049
27, 21, 1.0512754444730739
27, 22, 1.0465941054176349
27, 23, 1.032069970845481
27, 24, 1.0454187745924677
27, 25, 1.0367504835589942
28, 1, 1.0
28, 2, 0.9986468200270637
28, 3, 1.0654205607476637
28, 4, 1.0293911826452065
28, 5, 0.9940021810250816
28, 6, 1.0523854069223575
28, 7, 1.0571314422692768
28, 8, 1.0456128133704736
28, 9, 1.0307644499689248
28, 10, 1.059915611814346
28, 11, 1.0269507186858315
28, 12, 1.062937062937063
28, 13, 1.0409800520381614
28, 14, 1.0371183396527641
28, 15, 1.0407705255283337
28, 16, 1.0418693537178596
28, 17, 1.0568068896985756
28, 18, 1.041218086742541
28, 19, 1.0329542140565764
28, 20, 1.0370473927023627
28, 21, 1.040816326530612
28, 22, 1.0398932791259052
28, 23, 1.0348936170212766
28, 24, 1.0375922509225093
28, 25, 1.0396958515039696
28, 26, 1.0390826873385013
29, 1, 1.146131805157593
29, 2, 1.160686427457098
29, 3, 1.0145208131655372
29, 4, 0.9763395963813501
29, 5, 1.0410641989589358
29, 6, 1.0400763358778626
29, 7, 1.0374220374220375
29, 8, 1.0352264557872033
29, 9, 1.0188558644934482
29, 10, 1.0537825059101655
29, 11, 1.035405192761605
29, 12, 1.0207939508506616
29, 13, 1.0039849457604606
29, 14, 1.0293877551020407
29, 15, 1.046381832178599
29, 16, 1.053639846743295
29, 17, 1.0422317596566524
29, 18, 1.0392499602733196
29, 19, 1.0411674347158217
29, 20, 1.0210891232124801
29, 21, 1.0413337007440067
29, 22, 1.0462755438365194
29, 23, 1.0417986067131095
29, 24, 1.0516758074344912
29, 25, 1.0345146023317557
29, 26, 1.0369998885545526
29, 27, 1.0319624973364585
30, 1, 0.9829545454545454
30, 2, 1.109062980030722
30, 3, 1.0904471544715448
30, 4, 1.0089020771513353
30, 5, 1.0029976019184652
30, 6, 1.061
30, 7, 1.0151133501259446
30, 8, 1.0192307692307694
30, 9, 1.0379037574159526
